yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
1964,CHN,NL,amalfjo01,100,81,100,87,0,0,1,86,0,1,0,0,0,0,0,13,2
1965,CHN,NL,amalfjo01,67,12,67,27,0,0,0,24,0,4,0,0,0,0,0,43,2
1966,CHN,NL,amalfjo01,41,8,41,17,0,0,0,12,3,2,0,0,0,0,0,10,13
1967,CHN,NL,amalfjo01,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1991,SEA,AL,amarari01,14,3,14,10,0,0,1,5,2,2,0,0,0,0,2,2,6
1992,SEA,AL,amarari01,35,28,35,34,0,0,2,1,17,17,3,1,1,3,0,2,1
1993,SEA,AL,amarari01,110,97,110,102,0,0,3,77,19,14,0,0,0,0,9,7,2
1994,SEA,AL,amarari01,77,53,77,64,0,0,2,42,0,7,14,2,0,16,6,8,10
1995,SEA,AL,amarari01,90,55,90,73,0,0,0,0,0,0,53,29,8,73,1,12,15
1996,SEA,AL,amarari01,118,81,118,107,0,0,10,15,1,0,63,26,5,91,6,14,12
1997,SEA,AL,amarari01,89,43,89,75,0,0,14,11,1,1,39,9,6,52,3,23,15
1998,SEA,AL,amarari01,73,32,73,65,0,0,7,11,1,0,43,4,9,52,5,5,13
1999,BAL,AL,amarari01,91,27,91,55,0,0,2,2,1,0,14,18,19,50,18,25,14
2000,BAL,AL,amarari01,30,13,30,20,0,0,1,0,0,0,3,12,4,19,5,4,7
2011,LAA,AL,amarial01,23,13,23,21,0,0,0,14,0,1,8,0,0,8,0,3,1
2012,LAA,AL,amarial01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012,SDN,NL,amarial01,105,64,105,86,0,0,0,52,1,12,27,11,4,34,0,26,3
2013,SDN,NL,amarial01,146,84,146,131,0,0,0,23,9,13,11,87,0,95,0,30,4
2014,SDN,NL,amarial01,148,119,148,138,0,0,0,21,22,73,6,21,0,26,0,12,3
2015,SDN,NL,amarial01,118,87,118,105,1,0,0,11,2,85,11,7,0,18,0,22,1
2016,SDN,NL,amarial01,65,31,65,54,1,0,0,28,5,12,5,0,5,10,0,17,4
2017,COL,NL,amarial01,96,25,96,54,0,0,0,19,1,18,5,9,9,22,0,52,3
1958,SLN,NL,amaroru01,40,21,40,37,0,0,0,1,0,36,0,0,0,0,0,1,4
1960,PHI,NL,amaroru01,92,90,92,92,0,0,0,0,0,92,0,0,0,0,0,0,0
1961,PHI,NL,amaroru01,135,127,135,135,0,0,3,1,0,132,0,0,0,0,0,0,0
1962,PHI,NL,amaroru01,79,71,79,78,0,0,1,0,0,78,0,0,0,0,0,1,4
1963,PHI,NL,amaroru01,115,58,115,104,0,0,5,0,45,63,0,0,0,0,0,9,14
1964,PHI,NL,amaroru01,129,76,129,124,0,0,58,3,3,79,1,0,0,1,0,10,11
1965,PHI,NL,amaroru01,118,48,118,109,0,0,59,6,0,60,0,0,0,0,0,8,9
1966,NYA,AL,amaroru01,14,8,14,14,0,0,0,0,0,14,0,0,0,0,0,0,0
1967,NYA,AL,amaroru01,130,117,130,127,0,0,2,0,3,123,0,0,0,0,0,3,2
1968,NYA,AL,amaroru01,47,10,47,45,0,0,22,0,0,23,0,0,0,0,0,1,3
1969,CAL,AL,amaroru01,41,5,41,31,0,0,18,8,2,5,0,0,0,0,0,10,2
1991,CAL,AL,amaroru02,10,5,10,8,0,0,0,4,0,0,3,0,2,5,1,2,1
1992,PHI,NL,amaroru02,126,87,126,113,0,0,0,0,0,0,27,27,68,113,0,16,3
1993,PHI,NL,amaroru02,25,9,25,16,0,0,0,0,0,0,3,8,6,16,0,9,1
1994,CLE,AL,amaroru02,26,1,26,12,0,0,0,0,0,0,1,10,1,12,3,13,8
1995,CLE,AL,amaroru02,28,11,28,22,0,0,0,0,0,0,5,14,6,22,3,9,2
1996,PHI,NL,amaroru02,61,18,61,36,0,0,1,0,0,0,0,7,28,35,0,35,0
1997,PHI,NL,amaroru02,117,25,117,72,0,0,1,0,0,0,26,37,15,72,0,64,1
1998,PHI,NL,amaroru02,92,6,92,51,0,0,0,0,0,0,43,3,6,51,0,56,2
1937,PHA,AL,amblewa01,56,51,56,56,0,0,0,56,0,0,0,0,0,0,0,0,0
1938,PHA,AL,amblewa01,120,118,120,120,0,0,0,4,0,116,0,0,0,0,0,0,0
1939,PHA,AL,amblewa01,95,66,95,95,0,0,0,19,0,77,0,0,0,0,0,1,0
2005,KCA,AL,ambrech01,53,34,53,47,0,0,0,0,0,0,23,24,0,47,2,10,4
2007,NYN,NL,ambrech01,3,0,3,1,0,0,0,0,0,0,0,0,1,1,0,2,0
2008,SDN,NL,ambrech01,24,9,24,10,0,0,0,0,0,0,0,3,7,10,0,14,0
2010,CLE,AL,ambrihe01,34,0,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2012,HOU,NL,ambrihe01,18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2013,HOU,AL,ambrihe01,43,0,4,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2014,SDN,NL,ambrihe01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984,LAN,NL,amelued01,34,8,34,23,0,0,0,0,0,0,9,4,11,23,0,11,6
1986,LAN,NL,amelued01,8,1,8,4,0,0,0,0,0,0,0,2,2,4,0,4,0
1903,NY1,NL,amesre01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,,
1904,NY1,NL,amesre01,16,,16,16,16,0,0,0,0,0,0,0,0,0,,,
1905,NY1,NL,amesre01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,,
1906,NY1,NL,amesre01,31,,31,31,31,0,0,0,0,0,0,0,0,0,,,
1907,NY1,NL,amesre01,39,,39,39,39,0,0,0,0,0,0,0,0,0,,,
1908,NY1,NL,amesre01,18,,18,18,18,0,0,0,0,0,0,0,0,0,,,
1909,NY1,NL,amesre01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,,
1910,NY1,NL,amesre01,33,,33,33,33,0,0,0,0,0,0,0,0,0,,,
1911,NY1,NL,amesre01,34,23,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0
1912,NY1,NL,amesre01,33,22,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
1913,CIN,NL,amesre01,31,24,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1913,NY1,NL,amesre01,8,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1914,CIN,NL,amesre01,47,37,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0
1915,CIN,NL,amesre01,17,7,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
1915,SLN,NL,amesre01,15,14,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1916,SLN,NL,amesre01,45,25,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
1917,SLN,NL,amesre01,43,19,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0
1918,SLN,NL,amesre01,27,25,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0
1919,PHI,NL,amesre01,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1919,SLN,NL,amesre01,23,6,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2013,MIA,NL,amesst01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2002,ANA,AL,amezaal01,12,3,12,5,0,0,0,0,0,5,0,0,0,0,1,0,7
2003,ANA,AL,amezaal01,37,32,37,35,0,0,0,0,13,24,0,0,0,0,1,0,4
2004,ANA,AL,amezaal01,73,22,73,71,0,0,0,16,26,32,0,0,0,0,1,5,6
2005,COL,NL,amezaal01,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2005,PIT,NL,amezaal01,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1
2006,FLO,NL,amezaal01,132,82,132,109,0,0,2,23,4,11,14,75,2,78,0,26,6
2007,FLO,NL,amezaal01,133,92,133,118,0,0,4,11,12,18,2,87,3,91,0,26,6
2008,FLO,NL,amezaal01,125,67,125,111,0,0,0,10,15,19,0,79,0,79,0,25,9
2009,FLO,NL,amezaal01,27,13,27,21,0,0,0,0,0,5,2,14,3,17,0,9,1
2011,COL,NL,amezaal01,20,6,20,11,0,0,0,5,2,2,0,0,2,2,0,9,0
2011,FLO,NL,amezaal01,20,10,20,14,0,0,0,11,0,0,4,0,0,4,0,5,1
1897,BLN,NL,amoledo01,11,,11,,11,0,0,0,0,0,0,0,0,0,0,,
1898,WAS,NL,amoledo01,7,,7,,7,0,0,0,0,0,0,0,0,0,0,,
1952,BRO,NL,amorosa01,20,8,20,10,0,0,0,0,0,0,3,4,7,10,0,12,0
1954,BRO,NL,amorosa01,79,68,79,70,0,0,0,0,0,0,69,2,2,70,0,8,3
1955,BRO,NL,amorosa01,119,100,119,109,0,0,0,0,0,0,102,10,5,109,0,10,3
1956,BRO,NL,amorosa01,114,82,114,86,0,0,0,0,0,0,80,5,9,86,0,27,2
1957,BRO,NL,amorosa01,106,57,106,66,0,0,0,0,0,0,66,1,2,66,0,39,4
1959,LAN,NL,amorosa01,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1960,DET,AL,amorosa01,65,6,65,10,0,0,0,0,0,0,1,9,0,10,0,53,3
1960,LAN,NL,amorosa01,9,3,9,3,0,0,0,0,0,0,0,1,3,3,0,6,0
1955,CHN,NL,amorvi01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1957,CIN,NL,amorvi01,9,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1915,PHA,AL,anckewa01,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1941,PIT,NL,anderal01,70,56,70,58,0,0,0,0,0,58,0,0,0,0,0,3,4
1942,PIT,NL,anderal01,54,40,54,48,0,0,0,0,0,48,0,0,0,0,0,4,3
1946,PIT,NL,anderal01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1986,MIN,AL,anderal02,22,10,1,21,21,0,0,0,0,0,0,0,0,0,0,0,1
1987,MIN,AL,anderal02,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1988,MIN,AL,anderal02,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
1989,MIN,AL,anderal02,34,33,1,33,33,0,0,0,0,0,0,0,0,0,0,1,0
1990,MIN,AL,anderal02,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1991,MIN,AL,anderal02,29,22,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
1948,SLA,AL,anderan01,51,13,51,32,0,0,2,21,0,10,0,0,0,0,0,14,3
1949,SLA,AL,anderan01,71,36,71,58,0,0,0,9,8,43,0,0,0,0,0,13,2
1925,BSN,NL,anderbi01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1957,CHN,NL,anderbo01,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1958,CHN,NL,anderbo01,17,8,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
1959,CHN,NL,anderbo01,37,36,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
1960,CHN,NL,anderbo01,39,30,39,38,38,0,0,0,0,0,0,0,0,0,0,0,1
1961,CHN,NL,anderbo01,57,12,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0
1962,CHN,NL,anderbo01,57,4,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0
1963,DET,AL,anderbo01,32,3,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1988,BAL,AL,anderbr01,53,43,53,49,0,0,0,0,0,0,0,49,0,49,0,7,1
1988,BOS,AL,anderbr01,41,41,41,41,0,0,0,0,0,0,0,17,25,41,0,0,0
1989,BAL,AL,anderbr01,94,65,94,79,0,0,0,0,0,0,3,75,1,79,8,8,13
1990,BAL,AL,anderbr01,89,60,89,63,0,0,0,0,0,0,44,21,1,63,11,20,6
1991,BAL,AL,anderbr01,113,60,113,101,0,0,0,0,0,0,75,26,9,101,3,16,18
1992,BAL,AL,anderbr01,159,158,159,158,0,0,0,0,0,0,148,7,3,158,0,1,0
1993,BAL,AL,anderbr01,142,139,142,140,0,0,0,0,0,0,126,18,3,140,2,1,2
1994,BAL,AL,anderbr01,111,109,111,109,0,0,0,0,0,0,76,38,5,109,0,1,1
1995,BAL,AL,anderbr01,143,140,143,142,0,0,0,0,0,0,121,40,0,142,0,0,1
1996,BAL,AL,anderbr01,149,145,149,143,0,0,0,0,0,0,0,143,0,143,2,4,0
1997,BAL,AL,anderbr01,151,147,151,124,0,0,0,0,0,0,0,124,0,124,25,3,0
1998,BAL,AL,anderbr01,133,121,133,130,0,0,0,0,0,0,0,130,0,130,1,5,2
1999,BAL,AL,anderbr01,150,143,150,136,0,0,0,0,0,0,9,129,0,136,10,7,0
2000,BAL,AL,anderbr01,141,132,141,127,0,0,0,0,0,0,16,88,24,127,11,6,2
2001,BAL,AL,anderbr01,131,112,131,120,0,0,0,0,0,0,56,6,66,120,4,6,6
2002,CLE,AL,anderbr01,34,22,34,29,0,0,0,0,0,0,14,16,2,29,1,8,0
1993,CAL,AL,anderbr02,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1994,CAL,AL,anderbr02,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
1995,CAL,AL,anderbr02,18,17,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
1996,CLE,AL,anderbr02,10,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,CLE,AL,anderbr02,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1998,ARI,NL,anderbr02,35,32,33,32,32,0,0,0,0,0,0,0,0,0,0,0,3
1999,ARI,NL,anderbr02,32,19,31,31,31,0,0,0,0,0,0,0,0,0,0,0,1
2000,ARI,NL,anderbr02,37,32,35,33,33,0,0,0,0,0,0,0,0,0,0,2,2
2001,ARI,NL,anderbr02,33,22,31,29,29,0,0,0,0,0,0,0,0,0,0,1,3
2002,ARI,NL,anderbr02,38,24,36,35,35,0,0,0,0,0,0,0,0,0,0,0,3
2003,CLE,AL,anderbr02,27,24,3,25,25,0,0,0,0,0,0,0,0,0,1,0,2
2003,KCA,AL,anderbr02,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2004,KCA,AL,anderbr02,35,26,2,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2005,KCA,AL,anderbr02,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2005,CHA,AL,anderbr03,13,7,13,12,0,0,0,0,0,0,9,5,1,12,0,3,2
2006,CHA,AL,anderbr03,134,106,134,134,0,0,0,0,0,0,0,134,0,134,0,7,0
2007,CHA,AL,anderbr03,13,4,13,8,0,0,0,0,0,0,5,3,0,8,2,3,2
2008,CHA,AL,anderbr03,109,39,109,98,0,0,0,0,0,0,3,94,2,98,3,13,20
2009,BOS,AL,anderbr03,21,4,21,19,0,0,0,0,0,0,4,6,11,19,0,2,5
2009,CHA,AL,anderbr03,65,50,65,64,0,0,0,0,0,0,0,61,6,64,0,8,1
2009,OAK,AL,anderbr04,30,30,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2010,OAK,AL,anderbr04,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2011,OAK,AL,anderbr04,13,13,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2012,OAK,AL,anderbr04,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2013,OAK,AL,anderbr04,16,5,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2014,COL,NL,anderbr04,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2015,LAN,NL,anderbr04,31,31,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAN,NL,anderbr04,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHN,NL,anderbr04,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,anderbr04,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2010,SLN,NL,anderbr05,15,6,15,8,0,8,0,0,0,0,0,0,0,0,0,8,0
2012,SLN,NL,anderbr05,10,2,10,3,0,2,1,0,0,0,0,0,0,0,0,7,0
2013,CHA,AL,anderbr05,10,6,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0
2014,OAK,AL,anderbr05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,OAK,AL,anderbr05,4,2,4,3,0,3,0,0,0,0,0,0,0,0,0,1,0
2017,MIA,NL,anderbr06,25,21,25,25,0,0,0,0,25,0,0,0,0,0,0,3,0
1982,CLE,AL,anderbu01,25,5,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
1983,CLE,AL,anderbu01,39,1,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2014,ARI,NL,anderch01,22,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,1
2015,ARI,NL,anderch01,28,27,28,27,27,0,0,0,0,0,0,0,0,0,0,1,0
2016,MIL,NL,anderch01,31,30,28,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIL,NL,anderch01,25,25,24,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2015,CLE,AL,anderco01,15,15,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2016,CLE,AL,anderco01,19,9,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
1961,SLN,NL,andercr01,25,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
1962,NYN,NL,andercr01,50,14,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0
1963,NYN,NL,andercr01,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1964,NYN,NL,andercr01,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1889,PHI,NL,anderda01,5,,5,,5,0,0,0,0,0,0,0,0,0,0,,
1890,PHI,NL,anderda01,3,,3,,3,0,0,0,0,0,0,0,0,0,0,,
1890,PIT,NL,anderda01,13,,13,,13,0,0,0,0,0,0,0,0,0,0,,
1983,LAN,NL,anderda02,61,30,61,54,0,0,0,0,1,53,0,0,0,0,0,3,9
1984,LAN,NL,anderda02,121,104,121,114,0,0,0,0,11,111,0,0,0,0,0,7,5
1985,LAN,NL,anderda02,77,60,77,75,0,0,0,2,51,25,0,0,0,0,0,5,3
1986,LAN,NL,anderda02,92,57,92,89,0,0,0,5,52,34,0,0,0,0,0,5,10
1987,LAN,NL,anderda02,108,67,108,102,0,0,0,5,35,65,0,0,0,0,0,7,7
1988,LAN,NL,anderda02,116,79,116,103,0,0,0,11,12,82,0,0,0,0,0,11,5
1989,LAN,NL,anderda02,87,30,87,55,0,0,0,7,18,33,0,0,0,0,0,31,8
1990,SFN,NL,anderda02,60,16,60,46,0,0,3,13,2,29,0,0,0,0,0,14,6
1991,SFN,NL,anderda02,100,46,100,87,0,0,16,6,11,63,0,0,0,0,0,32,4
1992,LAN,NL,anderda02,51,21,51,33,0,0,0,0,26,7,0,0,0,0,0,14,6
2006,MIL,NL,anderdr01,9,1,9,2,0,0,0,0,0,0,1,0,1,2,0,5,3
2017,PHI,NL,anderdr02,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1971,OAK,AL,anderdw01,16,9,16,14,0,0,0,5,1,10,0,0,0,0,0,2,1
1972,OAK,AL,anderdw01,3,1,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1
1972,SLN,NL,anderdw01,57,33,57,53,0,0,0,1,13,43,0,0,0,0,0,7,1
1973,SDN,NL,anderdw01,53,26,53,45,0,0,0,0,7,38,0,0,0,0,0,7,6
1973,SLN,NL,anderdw01,18,2,18,6,0,0,0,0,0,4,0,2,0,2,0,11,4
1974,CLE,AL,anderdw01,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1946,BRO,NL,anderfe01,79,55,79,70,0,70,0,0,0,0,0,0,0,0,0,14,0
1953,SLN,NL,anderfe01,18,6,18,12,0,12,0,0,0,0,0,0,0,0,0,7,0
1909,BOS,AL,anderfr01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,
1913,BOS,AL,anderfr01,10,8,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1914,BUF,FL,anderfr01,39,28,39,37,37,0,0,0,0,0,0,0,0,0,0,1,0
1915,BUF,FL,anderfr01,36,28,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
1916,NY1,NL,anderfr01,38,27,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1917,NY1,NL,anderfr01,38,18,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1918,NY1,NL,anderfr01,18,4,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
1994,CAL,AL,anderga01,5,3,5,4,0,0,0,0,0,0,4,0,0,4,0,1,0
1995,CAL,AL,anderga01,106,94,106,100,0,0,0,0,0,0,99,1,1,100,1,8,0
1996,CAL,AL,anderga01,150,147,150,146,0,0,0,0,0,0,140,3,6,146,1,3,0
1997,ANA,AL,anderga01,154,152,154,148,0,0,0,0,0,0,130,27,4,148,4,2,0
1998,ANA,AL,anderga01,156,151,156,155,0,0,0,0,0,0,39,0,122,155,0,3,0
1999,ANA,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1
2000,ANA,AL,anderga01,159,157,159,148,0,0,0,0,0,0,0,137,15,148,10,1,0
2001,ANA,AL,anderga01,161,161,161,149,0,0,0,0,0,0,144,12,0,149,12,0,0
2002,ANA,AL,anderga01,158,157,158,147,0,0,0,0,0,0,137,14,0,147,10,1,0
2003,ANA,AL,anderga01,159,159,159,144,0,0,0,0,0,0,144,0,0,144,15,0,0
2004,ANA,AL,anderga01,112,110,112,94,0,0,0,0,0,0,0,94,0,94,18,2,0
2005,LAA,AL,anderga01,142,142,142,106,0,0,0,0,0,0,106,0,0,106,36,0,0
2006,LAA,AL,anderga01,141,139,141,94,0,0,0,0,0,0,94,0,0,94,45,2,0
2007,LAA,AL,anderga01,108,105,108,85,0,0,0,0,0,0,85,0,0,85,20,3,0
2008,LAA,AL,anderga01,145,139,145,82,0,0,0,0,0,0,82,0,0,82,60,5,0
2009,ATL,NL,anderga01,135,124,135,124,0,0,0,0,0,0,124,0,0,124,1,11,0
2010,LAN,NL,anderga01,80,25,80,34,0,0,0,0,0,0,27,0,8,34,0,53,0
1914,BRF,FL,anderge01,98,90,98,92,0,0,0,0,0,0,71,21,0,92,0,4,1
1915,BRF,FL,anderge01,136,129,136,134,0,0,0,0,0,0,40,13,82,134,0,3,1
1918,SLN,NL,anderge01,35,35,35,35,0,0,0,0,0,0,0,0,35,35,0,0,0
1907,PIT,NL,andergo01,127,,127,127,0,0,0,5,0,0,2,24,91,117,,,
1932,CHA,AL,anderha01,9,8,9,9,0,0,0,0,0,0,0,9,0,9,0,0,0
1957,PHI,NL,anderha02,118,104,118,109,0,0,0,0,0,0,108,0,1,109,0,13,1
1958,PHI,NL,anderha02,140,129,140,133,0,0,49,0,0,0,88,0,0,88,0,11,0
1959,PHI,NL,anderha02,142,136,142,137,0,0,0,0,0,0,137,0,0,137,0,6,0
1960,CIN,NL,anderha02,42,15,42,18,0,0,15,0,0,0,2,0,2,4,0,25,0
1960,PHI,NL,anderha02,38,25,38,27,0,0,12,0,0,0,16,0,0,16,0,13,0
1961,CIN,NL,anderha02,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2003,NYA,AL,anderja01,22,0,3,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2003,NYN,NL,anderja01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2004,CLE,AL,anderja01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,NYA,AL,anderja01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1978,CAL,AL,anderji01,48,34,48,48,0,0,0,1,0,47,0,0,0,0,0,0,0
1979,CAL,AL,anderji01,96,70,96,95,0,3,0,6,11,83,0,0,0,0,0,0,6
1980,SEA,AL,anderji01,116,87,116,98,0,1,0,2,33,65,0,0,0,0,7,9,11
1981,SEA,AL,anderji01,70,52,70,68,0,0,0,0,2,68,0,0,0,0,1,0,4
1983,TEX,AL,anderji01,50,26,50,47,0,1,0,17,3,27,2,0,1,3,2,0,5
1984,TEX,AL,anderji01,39,14,39,38,0,0,0,1,7,30,0,0,0,0,0,0,1
1999,PIT,NL,anderji02,13,4,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2000,PIT,NL,anderji02,27,26,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2001,PIT,NL,anderji02,34,34,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2002,PIT,NL,anderji02,28,25,27,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2003,CIN,NL,anderji02,8,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2004,BOS,AL,anderji02,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2004,CHN,NL,anderji02,7,0,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1894,BRO,NL,anderjo01,17,,17,,0,0,0,0,1,0,15,1,0,16,0,,
1895,BRO,NL,anderjo01,103,,103,,0,0,0,0,0,0,90,0,12,102,0,,
1896,BRO,NL,anderjo01,108,,108,,0,0,42,0,0,0,33,9,26,68,0,,
1897,BRO,NL,anderjo01,117,,117,,0,0,3,0,0,0,115,0,0,115,0,,
1898,BRO,NL,anderjo01,25,,25,,0,0,2,0,0,0,19,1,2,22,0,,
1898,WAS,NL,anderjo01,110,,110,,0,0,17,0,0,0,13,78,2,93,0,,
1899,BRO,NL,anderjo01,117,,117,,0,0,41,0,0,0,7,61,8,76,0,,
1901,MLA,AL,anderjo01,138,,138,138,0,0,125,0,0,0,12,0,1,13,,,
1902,SLA,AL,anderjo01,126,,126,126,0,0,126,0,0,0,2,0,1,3,,,
1903,SLA,AL,anderjo01,138,,138,138,0,0,133,0,0,0,2,3,2,7,,,
1904,NYA,AL,anderjo01,143,,143,143,0,0,33,0,0,0,46,52,13,112,,,
1905,NYA,AL,anderjo01,32,,32,32,0,0,3,0,0,0,1,19,2,22,,,
1905,WS1,AL,anderjo01,101,,101,101,0,0,4,0,0,0,16,3,78,97,,,
1906,WS1,AL,anderjo01,151,,151,151,0,0,0,0,0,0,151,0,0,151,,,
1907,WS1,AL,anderjo01,87,,87,87,0,0,61,0,0,0,26,0,0,26,,,
1908,CHA,AL,anderjo01,123,,123,123,0,0,9,0,0,0,13,2,72,87,,,
1958,PHI,NL,anderjo02,5,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1960,BAL,AL,anderjo02,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,HOU,NL,anderjo02,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1962,SLN,NL,anderjo02,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,anderjo03,21,15,21,19,0,0,0,0,0,0,3,15,1,19,0,3,1
2008,ATL,NL,anderjo03,40,30,40,35,0,0,0,0,0,0,6,30,1,35,0,5,2
2009,DET,AL,anderjo03,74,40,74,65,0,0,0,0,0,0,48,1,18,65,5,9,13
2009,KCA,AL,anderjo03,44,30,44,42,0,0,0,0,0,0,1,31,11,42,1,3,4
1989,CAL,AL,anderke01,86,73,86,84,0,0,0,7,5,70,0,0,2,2,1,3,4
1990,CAL,AL,anderke01,49,45,49,48,0,0,0,5,16,28,0,0,0,0,0,0,0
1974,ML4,AL,anderla01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
